id,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
1043,39,No,Travel_Frequently,Research & Development,22,Universitaria,Systems Engineer,Muy_Alta,Alta,3,Data Scientist,Alta,Single,10880.0,1,Yes,13,Alta,Alta,0,21,2,21,2,8
1045,45,No,Travel_Rarely,Sales,11,Universitaria,Life Sciences,Muy_Alta,Alta,4,CMO,Alta,Married,17650.0,3,No,13,Alta,Media,1,26,4,9,1,1
1047,34,No,Travel_Rarely,Sales,1,Master,Marketing,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,9725.0,0,No,11,Alta,Muy_Alta,1,16,2,15,0,9
1048,59,No,Travel_Rarely,Sales,1,Universitaria,Technical Degree,Media,Alta,3,CMO,Alta,Married,11904.0,3,Yes,14,Alta,Alta,1,14,1,6,0,4
1050,53,No,Travel_Frequently,Sales,2,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,7525.0,2,No,12,Alta,Baja,1,30,2,15,6,12
1052,36,Yes,Travel_Rarely,Financial,15,Universitaria,Other,Baja,Alta,2,Treasurer,Alta,Divorced,4834.0,7,No,14,Alta,Media,1,9,3,1,0,0
1053,26,Yes,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,Baja,Alta,1,Research Scientist,Alta,Married,2042.0,6,Yes,14,Alta,Media,1,6,2,3,1,2
1056,28,No,Travel_Rarely,Sales,10,Universitaria,Medical,Muy_Alta,Alta,1,Sales Representative,Alta,Married,1052.0,1,No,22,Muy_Alta,Media,0,1,5,1,0,0
1060,38,No,Travel_Frequently,Research & Development,3,Universitaria,Other,Alta,Alta,1,Research Scientist,Alta,Married,2821.0,3,No,16,Alta,Baja,1,8,2,2,2,2
1061,50,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Media,Alta,5,Research Director,Alta,Married,19237.0,2,Yes,11,Alta,Muy_Alta,1,29,2,8,7,7
1066,40,No,Travel_Rarely,Sales,26,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,8396.0,1,No,14,Alta,Media,1,8,3,7,7,5
1068,26,No,Travel_Frequently,Research & Development,1,Universitaria,Systems Engineer,Baja,Media,1,Research Scientist,Media,Divorced,2007.0,1,No,13,Alta,Alta,2,5,5,5,1,3
1070,54,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Media,3,Sales Executive,Media,Married,10686.0,6,No,11,Alta,Media,1,13,4,9,7,0
1071,56,No,Travel_Frequently,Financial,9,Universitaria,Finanzas,Baja,Alta,1,Financial Analyst,Alta,Married,2942.0,2,No,19,Alta,Media,1,18,4,5,0,3
1073,36,No,Travel_Rarely,Research & Development,12,Universitaria,Systems Engineer,Muy_Alta,Media,3,Data Scientist,Media,Single,8858.0,0,No,11,Alta,Media,0,15,2,14,7,8
1074,55,No,Non-Travel,Research & Development,2,Universitaria,Systems Engineer,Alta,Media,4,CTO,Media,Single,16756.0,7,No,15,Alta,Media,0,31,3,9,6,2
1076,43,No,Travel_Rarely,Sales,25,Universitaria,Medical,Alta,Media,3,Sales Executive,Media,Divorced,10798.0,5,No,13,Alta,Alta,1,18,5,1,0,0
1077,20,Yes,Travel_Frequently,Sales,9,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2323.0,1,Yes,14,Alta,Media,0,2,3,2,0,2
1079,21,Yes,Travel_Rarely,Research & Development,10,Universitaria,Software Engineer,Alta,Media,1,Laboratory Technician,No aplica,Single,1416.0,1,No,13,Alta,Baja,0,1,6,1,1,0
1080,46,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,Muy_Alta,Media,2,Research Scientist,Media,Divorced,4615.0,8,Yes,23,Muy_Alta,Baja,3,19,2,16,1,7
1081,51,Yes,Travel_Rarely,Research & Development,4,Universitaria,Software Engineer,Baja,Alta,1,Research Scientist,Alta,Married,2461.0,9,Yes,12,Alta,Alta,3,18,2,10,2,7
1082,28,Yes,Non-Travel,Research & Development,24,Universitaria,Software Technologist,Media,Media,3,Software Engineer,Media,Single,8722.0,1,No,12,Alta,Baja,0,10,2,10,1,9
1083,26,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,Baja,Media,1,Laboratory Technician,Media,Married,3955.0,1,No,16,Alta,Baja,2,6,2,5,1,3
1084,30,No,Travel_Rarely,Research & Development,20,Universitaria,Other,Alta,Alta,2,Data Scientist,Alta,Married,9957.0,0,No,15,Alta,Alta,1,7,1,6,0,2
1088,38,No,Travel_Rarely,Research & Development,17,Universitaria,Software Engineer,Alta,Media,3,Software Engineer,Media,Married,8823.0,0,No,18,Alta,Baja,1,20,4,19,1,9
1092,40,No,Travel_Rarely,Financial,20,Universitaria,Contaduría,Baja,Alta,3,Coordinator,Alta,Married,10322.0,4,No,20,Muy_Alta,Muy_Alta,1,14,6,11,11,1
1094,27,No,Non-Travel,Financial,8,Universitaria,Ingeniería Administrativa,Baja,Baja,1,Treasurer,Baja,Married,4621.0,1,No,19,Alta,Muy_Alta,3,3,4,3,1,2
1096,55,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,Muy_Alta,Alta,3,Data Scientist,Alta,Married,10976.0,3,No,18,Alta,Media,1,23,4,3,1,2
1097,28,No,Travel_Rarely,Research & Development,10,Universitaria,Other,Alta,Alta,2,Research Scientist,Alta,Single,3660.0,3,No,13,Alta,Muy_Alta,0,10,4,8,1,7
1098,44,Yes,Travel_Rarely,Human Resources,1,Universitaria,Medical,Media,Media,3,Human Resources,Media,Married,10482.0,9,No,14,Alta,Muy_Alta,1,24,1,20,3,6
1100,35,Yes,Travel_Rarely,Sales,4,Universitaria,Technical Degree,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9582.0,0,Yes,22,Muy_Alta,Baja,0,9,2,8,4,7
1101,33,Yes,Travel_Frequently,Research & Development,29,Universitaria,Systems Engineer,Baja,Media,2,Research Scientist,Media,Single,4508.0,1,No,22,Muy_Alta,Media,0,14,4,13,3,8
1102,28,No,Travel_Rarely,Research & Development,15,Universitaria,Software Engineer,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2207.0,1,No,16,Alta,Muy_Alta,1,4,5,4,2,2
1103,34,No,Travel_Frequently,Financial,3,Universitaria,Ingeniería Administrativa,Baja,Alta,2,Coordinator,Alta,Single,7756.0,0,No,17,Alta,Alta,0,7,1,6,0,4
1105,37,No,Travel_Rarely,Sales,10,Universitaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6694.0,2,Yes,14,Alta,Alta,3,8,5,1,0,0
1107,26,Yes,Travel_Rarely,Research & Development,21,Universitaria,Systems Engineer,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2377.0,1,No,20,Muy_Alta,Alta,1,1,0,1,0,0
1109,42,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Muy_Alta,Alta,4,CTO,Alta,Married,17665.0,0,No,17,Alta,Muy_Alta,1,23,3,22,13,7
1111,28,Yes,Travel_Frequently,Financial,1,Universitaria,Finanzas,Baja,Media,1,Treasurer,Media,Divorced,2596.0,1,No,15,Alta,Baja,2,1,2,1,0,0
1113,50,Yes,Travel_Frequently,Sales,1,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4728.0,3,Yes,14,Alta,Muy_Alta,0,5,4,0,0,0
1114,33,No,Travel_Frequently,Sales,7,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4302.0,0,No,17,Alta,Alta,1,4,3,3,0,2
1115,34,No,Non-Travel,Financial,3,Universitaria,Ingeniería Administrativa,Alta,Media,1,Financial Analyst,Media,Married,2979.0,3,No,17,Alta,Muy_Alta,3,6,2,0,0,0
1116,48,No,Non-Travel,Financial,1,Master,Finanzas,Baja,Muy_Alta,4,CFO,No aplica,Single,16885.0,2,No,22,Muy_Alta,Alta,0,27,3,5,2,1
1117,45,No,Non-Travel,Sales,9,Universitaria,Life Sciences,Media,Media,2,Sales Executive,Media,Married,5593.0,1,No,13,Alta,Muy_Alta,1,15,2,15,4,12
1118,52,No,Travel_Rarely,Financial,7,Universitaria,Ingeniería Administrativa,Media,No aplica,3,Coordinator,No aplica,Single,10445.0,7,No,19,Alta,Muy_Alta,0,18,4,8,4,0
1119,38,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Divorced,8740.0,0,Yes,14,Alta,Media,2,9,2,8,2,7
1120,29,No,Travel_Rarely,Research & Development,28,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Divorced,2514.0,4,No,22,Muy_Alta,Baja,1,11,1,7,1,7
1121,28,No,Travel_Rarely,Financial,3,Universitaria,Finanzas,Muy_Alta,Alta,3,Accountant,Alta,Divorced,7655.0,0,No,17,Alta,Media,3,10,3,9,1,7
1124,46,No,Travel_Rarely,Sales,3,Universitaria,Marketing,Baja,Alta,4,CMO,Alta,Married,17465.0,3,No,12,Alta,Muy_Alta,1,23,3,12,4,9
1125,38,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,3,Sales Executive,Alta,Single,7351.0,7,No,16,Alta,Alta,0,10,2,1,0,0
1126,43,No,Travel_Frequently,Research & Development,27,Universitaria,Software Engineer,Alta,Alta,3,Data Scientist,Alta,Married,10820.0,8,No,11,Alta,Alta,1,18,1,8,0,1
1127,39,Yes,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,Baja,Alta,4,Software Engineer,Alta,Divorced,12169.0,7,No,11,Alta,Muy_Alta,3,21,4,18,11,5
1128,40,No,Travel_Rarely,Research & Development,14,Universitaria,Systems Engineer,Alta,Media,5,Research Director,Media,Single,19626.0,1,No,14,Alta,Baja,0,21,2,20,4,9
1131,21,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,Muy_Alta,Media,1,Research Scientist,Media,Single,2070.0,1,Yes,11,Alta,Alta,0,2,6,2,2,2
1132,39,No,Non-Travel,Research & Development,9,Universitaria,Software Engineer,Alta,Alta,2,Laboratory Technician,Alta,Single,6782.0,9,No,15,Alta,Alta,0,9,2,5,0,3
1133,36,No,Non-Travel,Research & Development,18,Universitaria,Software Engineer,Baja,Alta,2,Data Scientist,Alta,Single,7779.0,2,No,20,Muy_Alta,Baja,0,18,0,11,0,9
1135,31,No,Travel_Frequently,Sales,20,Master,Life Sciences,Alta,Muy_Alta,1,Sales Representative,No aplica,Married,2791.0,0,No,12,Alta,Baja,1,3,4,2,2,2
1136,28,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Baja,Media,1,Research Scientist,Media,Married,3201.0,0,No,17,Alta,Baja,0,6,2,5,0,4
1137,35,No,Travel_Frequently,Sales,11,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4968.0,1,No,11,Alta,Muy_Alta,1,5,3,5,0,2
1138,49,No,Travel_Rarely,Sales,8,Universitaria,Technical Degree,Muy_Alta,Media,4,Sales Executive,Media,Married,13120.0,6,No,17,Alta,Media,1,22,3,9,2,3
1140,34,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,Muy_Alta,Alta,2,Data Scientist,Alta,Single,4033.0,2,No,11,Alta,Muy_Alta,0,5,3,3,0,2
1143,29,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3291.0,0,No,14,Alta,Muy_Alta,2,8,2,7,1,1
1148,42,No,Travel_Rarely,Research & Development,29,Primaria,Systems Engineer,Media,Baja,2,Laboratory Technician,Baja,Single,4272.0,4,No,19,Alta,Baja,0,16,3,1,0,0
1152,38,No,Travel_Rarely,Human Resources,1,Universitaria,Human Resources,Alta,Muy_Alta,1,Human Resources,Muy_Alta,Married,2844.0,1,No,13,Alta,Muy_Alta,1,7,2,7,5,0
1154,28,No,Travel_Frequently,Financial,6,Universitaria,Ingeniería Administrativa,Alta,Media,1,Financial Analyst,No aplica,Divorced,2703.0,1,Yes,14,Alta,Muy_Alta,1,3,2,3,0,2
1156,18,Yes,Non-Travel,Research & Development,8,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Single,1904.0,1,No,12,Alta,Muy_Alta,0,0,0,0,0,0
1157,33,Yes,Travel_Rarely,Sales,9,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Single,8224.0,0,Yes,17,Alta,Baja,0,6,3,5,0,3
1158,41,No,Travel_Rarely,Financial,12,Universitaria,Ingeniería Administrativa,Media,Alta,1,Treasurer,Alta,Married,4766.0,3,Yes,11,Alta,Baja,1,6,4,1,0,0
1160,31,Yes,Travel_Frequently,Research & Development,15,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Married,2610.0,1,No,12,Alta,Alta,1,2,5,2,2,2
1161,37,No,Travel_Rarely,Financial,25,Universitaria,Finanzas,Alta,Media,2,Coordinator,Media,Divorced,5731.0,7,No,13,Alta,Alta,2,9,2,6,1,3
1162,27,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,Muy_Alta,Media,1,Research Scientist,Media,Married,2539.0,1,No,13,Alta,Alta,1,4,0,4,2,2
1164,35,No,Travel_Rarely,Human Resources,8,Universitaria,Technical Degree,Alta,Alta,1,Human Resources,Alta,Single,4323.0,1,No,17,Alta,Media,0,6,2,5,1,4
1165,29,Yes,Travel_Rarely,Sales,23,Universitaria,Life Sciences,Muy_Alta,Media,3,Sales Executive,Media,Married,7336.0,1,No,13,Alta,Baja,1,11,3,11,3,10
1166,40,No,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,Media,Alta,3,Research Director,Alta,Single,13499.0,9,No,17,Alta,Alta,0,20,3,18,2,13
1167,42,Yes,Travel_Frequently,Sales,12,Universitaria,Life Sciences,Alta,Alta,4,Sales Executive,Alta,Single,13758.0,0,Yes,12,Alta,Media,0,22,2,21,13,14
1171,42,No,Travel_Rarely,Sales,4,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Single,5155.0,7,No,13,Alta,Muy_Alta,0,9,3,6,1,5
1173,24,No,Travel_Rarely,Research & Development,24,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,3597.0,8,No,22,Muy_Alta,Muy_Alta,0,6,2,4,1,2
1175,28,Yes,Travel_Rarely,Research & Development,12,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Married,2515.0,1,Yes,11,Alta,Muy_Alta,0,1,4,1,0,0
1177,26,No,Travel_Rarely,Research & Development,3,Master,Systems Engineer,Baja,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,4420.0,1,No,22,Muy_Alta,Media,1,8,2,8,0,7
1179,30,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Alta,Media,2,Sales Executive,Media,Married,6578.0,1,No,18,Alta,Baja,1,10,3,10,1,4
1180,40,No,Travel_Frequently,Research & Development,26,Universitaria,Systems Engineer,Alta,Media,2,Research Scientist,Media,Married,4422.0,3,Yes,13,Alta,Muy_Alta,1,16,3,1,0,0
1182,35,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Alta,Media,3,Data Scientist,Media,Divorced,10274.0,2,No,18,Alta,Media,1,15,2,7,6,4
1184,34,No,Travel_Frequently,Research & Development,1,Universitaria,Systems Engineer,Muy_Alta,Media,2,Software Engineer,Media,Single,5343.0,0,No,20,Muy_Alta,Alta,0,14,3,13,4,9
1185,35,No,Travel_Frequently,Research & Development,4,Secundaria,Other,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2376.0,1,No,13,Alta,Media,1,2,2,2,2,2
1188,43,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,Baja,Baja,2,Sales Executive,Baja,Single,5346.0,8,No,13,Alta,Media,0,7,2,4,1,3
1191,56,No,Travel_Rarely,Research & Development,4,Universitaria,Software Technologist,Muy_Alta,Alta,5,CTO,Alta,Divorced,19943.0,4,No,13,Alta,Muy_Alta,1,28,2,5,4,2
1192,29,No,Travel_Rarely,Research & Development,6,Universitaria,Systems Engineer,Media,Alta,1,Laboratory Technician,Alta,Married,3131.0,1,No,13,Alta,Baja,1,10,5,10,0,8
1193,19,No,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Single,2552.0,1,No,25,Muy_Alta,Alta,0,1,4,1,0,0
1195,45,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,Baja,Alta,1,Research Scientist,Alta,Married,4477.0,4,Yes,19,Alta,Alta,1,7,2,3,0,2
1196,37,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Media,2,Data Scientist,Media,Married,6474.0,1,No,13,Alta,Media,1,14,2,14,3,11
1198,20,No,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,Baja,Media,1,Laboratory Technician,Media,Single,3033.0,1,No,12,Alta,Baja,0,2,2,2,1,2
1200,44,Yes,Travel_Rarely,Financial,10,Universitaria,Ingeniería Administrativa,Alta,Alta,1,Financial Analyst,Alta,Single,2936.0,1,Yes,11,Alta,Alta,0,6,4,6,0,2
1201,53,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,Muy_Alta,Alta,5,CTO,Alta,Divorced,18606.0,3,No,18,Alta,Media,1,26,6,7,4,7
1202,29,No,Travel_Rarely,Research & Development,15,Universitaria,Software Engineer,Media,Baja,1,Research Scientist,Baja,Married,2168.0,0,Yes,18,Alta,Baja,1,6,2,5,1,3
1203,22,Yes,Travel_Frequently,Research & Development,3,Universitaria,Software Engineer,Alta,Media,1,Research Scientist,Media,Married,2853.0,0,Yes,11,Alta,Media,1,1,5,0,0,0
1204,46,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Alta,Alta,4,CMO,Alta,Married,17048.0,8,No,23,Muy_Alta,Baja,0,28,2,26,15,9
1206,44,No,Non-Travel,Financial,17,Universitaria,Ingeniería Administrativa,Muy_Alta,Baja,1,Financial Analyst,Baja,Single,2290.0,2,No,13,Alta,Muy_Alta,0,6,3,0,0,0
1207,33,No,Travel_Rarely,Human Resources,2,Universitaria,Human Resources,Media,Alta,1,Human Resources,Alta,Married,3600.0,1,No,13,Alta,Muy_Alta,1,5,2,5,1,4
1210,41,Yes,Non-Travel,Research & Development,5,Universitaria,Software Engineer,Baja,Media,1,Research Scientist,Media,Divorced,2107.0,6,No,17,Alta,Baja,1,5,2,1,0,0
1211,30,No,Travel_Rarely,Sales,29,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,4115.0,8,No,19,Alta,Alta,3,8,3,4,0,3
1212,40,No,Travel_Frequently,Sales,2,Universitaria,Medical,Media,Alta,2,Sales Executive,Alta,Married,4327.0,5,No,12,Alta,Muy_Alta,3,5,2,0,0,0
1215,50,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,Muy_Alta,Alta,4,CTO,Alta,Married,17856.0,2,No,22,Muy_Alta,Alta,1,32,3,2,2,2
1216,28,No,Travel_Rarely,Financial,19,Universitaria,Finanzas,Muy_Alta,Media,1,Treasurer,Media,Married,3196.0,1,No,12,Alta,Alta,3,6,2,6,3,3
1218,35,No,Travel_Rarely,Sales,17,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,8966.0,3,Yes,15,Alta,Muy_Alta,3,15,2,7,1,7
1219,24,Yes,Travel_Rarely,Research & Development,17,Universitaria,Software Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2210.0,1,No,13,Alta,Baja,1,1,3,1,0,0
1220,33,No,Travel_Frequently,Sales,25,Universitaria,Medical,Media,Alta,2,Sales Executive,Alta,Married,4539.0,1,No,12,Alta,Baja,1,10,3,10,0,1
1221,36,No,Travel_Rarely,Research & Development,6,Primaria,Software Engineer,Alta,Baja,1,Laboratory Technician,Baja,Divorced,2741.0,1,No,14,Alta,Alta,1,7,4,7,1,7
1224,30,No,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,Alta,Alta,2,Laboratory Technician,Alta,Divorced,3491.0,1,No,13,Alta,Baja,3,10,4,10,8,9
1225,44,No,Travel_Rarely,Research & Development,29,Universitaria,Other,Muy_Alta,Alta,2,Research Scientist,Alta,Single,4541.0,1,No,25,Muy_Alta,Media,0,20,3,20,13,17
1228,46,No,Travel_Rarely,Research & Development,2,Universitaria,Software Technologist,Muy_Alta,Alta,2,Data Scientist,No aplica,Divorced,7379.0,2,No,11,Alta,Alta,1,12,3,6,1,4
1233,60,No,Travel_Rarely,Sales,7,Master,Marketing,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5220.0,0,Yes,18,Alta,Media,1,12,3,11,1,9
1234,32,No,Travel_Frequently,Research & Development,13,Secundaria,Other,Alta,Media,1,Laboratory Technician,Media,Married,2743.0,1,No,20,Muy_Alta,Alta,1,2,2,2,2,2
1237,36,No,Travel_Rarely,Research & Development,1,Primaria,Software Technologist,Alta,Baja,3,Data Scientist,Baja,Divorced,10252.0,2,Yes,21,Muy_Alta,Alta,1,17,2,7,7,7
1238,33,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,Baja,Alta,1,Research Scientist,Alta,Married,2781.0,0,No,13,Alta,Media,1,15,5,14,4,10
1239,40,No,Travel_Rarely,Sales,10,Universitaria,Technical Degree,Media,Media,2,Sales Executive,Media,Divorced,6852.0,7,No,12,Alta,Media,1,7,2,5,1,3
1240,25,No,Travel_Rarely,Sales,10,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Single,4950.0,0,No,14,Alta,Media,0,5,4,4,1,1
1241,30,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Married,3579.0,0,Yes,21,Muy_Alta,Baja,1,12,2,11,5,7
1242,42,No,Travel_Frequently,Research & Development,26,Universitaria,Systems Engineer,Baja,Alta,3,Research Director,Alta,Married,13191.0,3,Yes,17,Alta,Alta,0,20,6,1,0,0
1243,35,No,Non-Travel,Sales,8,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,10377.0,4,Yes,11,Alta,Media,1,16,6,13,4,12
1244,27,No,Travel_Rarely,Financial,14,Universitaria,Ingeniería Administrativa,Baja,Alta,1,Financial Analyst,Alta,Married,2235.0,1,Yes,14,Alta,Muy_Alta,2,9,3,9,6,8
1245,54,No,Travel_Frequently,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Alta,3,Data Scientist,Alta,Divorced,10502.0,7,No,17,Alta,Baja,1,33,2,5,1,4
1246,44,No,Travel_Rarely,Research & Development,2,Master,Software Engineer,Baja,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2011.0,1,No,13,Alta,Muy_Alta,1,10,5,10,7,7
1248,19,Yes,Non-Travel,Research & Development,10,Universitaria,Systems Engineer,Baja,Media,1,Research Scientist,Media,Single,1859.0,1,Yes,25,Muy_Alta,Media,0,1,2,1,0,0
1249,29,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Baja,Alta,1,Research Scientist,Alta,Divorced,3760.0,1,No,15,Alta,Baja,3,3,5,3,1,2
1251,31,No,Travel_Rarely,Research & Development,11,Universitaria,Systems Engineer,Alta,Alta,2,Software Engineer,Alta,Married,6833.0,1,Yes,12,Alta,Muy_Alta,0,6,2,6,0,1
1252,31,No,Travel_Rarely,Research & Development,24,Universitaria,Systems Engineer,Alta,Media,2,Software Engineer,Media,Single,6812.0,1,No,19,Alta,Media,0,10,2,10,1,8
1254,59,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Alta,Media,2,Sales Executive,Media,Single,5171.0,5,No,17,Alta,Muy_Alta,0,13,2,6,0,5
1255,43,No,Travel_Rarely,Financial,3,Universitaria,Ingeniería Administrativa,Alta,Baja,5,Financial Director,Baja,Married,19740.0,3,No,14,Alta,Media,1,25,2,8,0,7
1256,49,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,Baja,Media,5,CTO,Media,Married,18711.0,2,No,13,Alta,Alta,1,23,2,1,0,0
1257,36,No,Travel_Frequently,Financial,3,Universitaria,Contaduría,Alta,Alta,1,Financial Analyst,Alta,Married,3692.0,1,No,12,Alta,Alta,0,12,2,11,0,7
1258,48,No,Travel_Rarely,Financial,2,Master,Contaduría,Muy_Alta,Muy_Alta,1,Treasurer,Muy_Alta,Single,2559.0,5,No,11,Alta,Alta,0,7,4,1,0,0
1260,29,No,Travel_Rarely,Financial,7,Universitaria,Ingeniería Administrativa,Alta,Alta,2,Coordinator,Alta,Divorced,6623.0,1,Yes,11,Alta,Media,2,6,2,6,1,0
1264,29,No,Travel_Rarely,Financial,1,Universitaria,Ingeniería Administrativa,Muy_Alta,Media,4,Financial Director,Media,Divorced,16124.0,3,No,14,Alta,Media,2,9,2,7,1,7
1265,34,No,Travel_Rarely,Research & Development,20,Master,Software Technologist,Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2585.0,0,No,17,Alta,Muy_Alta,0,2,5,1,0,0
1267,44,No,Travel_Rarely,Sales,5,Universitaria,Marketing,Media,Alta,5,CMO,Alta,Married,18213.0,7,No,11,Alta,Alta,1,26,5,22,3,10
1268,33,No,Travel_Rarely,Sales,10,Master,Marketing,Muy_Alta,Muy_Alta,3,Sales Executive,Muy_Alta,Divorced,8380.0,0,Yes,14,Alta,Muy_Alta,2,10,3,9,0,8
1269,19,No,Travel_Rarely,Research & Development,25,Universitaria,Software Engineer,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Single,2994.0,1,Yes,12,Alta,Muy_Alta,0,1,2,1,0,1
1270,23,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Married,1223.0,1,No,22,Muy_Alta,Muy_Alta,1,1,2,1,0,1
1273,25,Yes,Travel_Frequently,Sales,24,Primaria,Life Sciences,Alta,Baja,1,Sales Representative,Baja,Single,1118.0,1,Yes,14,Alta,Muy_Alta,0,1,4,1,1,0
1275,26,No,Travel_Rarely,Research & Development,4,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Single,2875.0,1,Yes,20,Muy_Alta,Media,0,8,2,8,2,2
1277,45,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,Baja,Baja,5,CMO,Baja,Single,18824.0,2,Yes,16,Alta,Baja,0,26,2,24,1,11
1278,55,No,Non-Travel,Research & Development,8,Universitaria,Systems Engineer,Muy_Alta,Media,4,Software Engineer,Media,Divorced,13577.0,1,Yes,15,Alta,Muy_Alta,1,34,3,33,15,0
1279,21,Yes,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,Baja,Media,1,Laboratory Technician,No aplica,Single,2625.0,1,No,20,Muy_Alta,Alta,0,2,2,2,2,2
1280,46,No,Travel_Rarely,Sales,4,Universitaria,Marketing,Muy_Alta,Media,5,CMO,Media,Married,18789.0,2,No,14,Alta,Alta,1,26,2,11,0,8
1281,34,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Single,4538.0,0,Yes,12,Alta,Muy_Alta,0,4,3,3,0,2
1282,51,No,Travel_Frequently,Sales,9,Universitaria,Life Sciences,Muy_Alta,Alta,5,CMO,Alta,Divorced,19847.0,4,Yes,24,Muy_Alta,Baja,1,31,5,29,11,10
1283,59,No,Travel_Rarely,Research & Development,18,Universitaria,Systems Engineer,Muy_Alta,No aplica,3,Data Scientist,No aplica,Single,10512.0,6,No,12,Alta,Muy_Alta,0,25,6,9,5,4
